student_id,date,time,status,class_type,instructor_name,lesson,mission,activity,adcoin,absence_reason
ADV23001,2023-10-14,09:00,present,Physical,Tong En,,,Color Sorter,,
ADV23042,2023-10-14,09:00,present,Physical,Tong En,,,Flower,,
ADV23035,2023-10-14,11:00,present,Online,Tiffany,,,,,
ADV23037,2023-10-14,11:00,present,Online,Tiffany,,,,,
ADV23004,2023-10-14,11:00,present,Physical,Jia Xi,,,Color Line Follower,,
ADV23005,2023-10-14,11:00,present,Physical,Jia Xi,,,Color Line Follower,,
ADV23006,2023-10-14,11:00,present,Physical,Jia Xi,,,Color Line Follower,,
ADV23007,2023-10-14,11:00,present,Physical,Tong En,,,Chain Reaction,,
ADV23008,2023-10-14,11:00,present,Physical,Tong En,,,Mini Gun,,
ADV23009,2023-10-14,13:00,present,Physical,Tong En,,,Flower,,
ADV23011,2023-10-14,14:00,present,Physical,Jia Xi,,,Pet Gelo,,
ADV23012,2023-10-14,14:00,present,Physical,Jia Xi,,,飞机,,
ADV23013,2023-10-14,14:00,present,Physical,Jia Xi,,,Build Blast Robot,,
ADV23023,2023-10-14,14:00,present,Physical,Tong En,,,Flower,,
ADV23024,2023-10-14,14:00,present,Physical,Tong En,,,Flower,,
ADV23027,2023-10-14,14:00,present,Physical,Tong En,,,Build and Program Driving Base,,
ADV23028,2023-10-14,14:00,present,Physical,Tong En,,,Build and Program Driving Base,,
ADV0057,2023-10-14,15:00,present,Online,Aljay,,,Unity - Completed Pachinko,,
ADV0056,2023-10-14,15:30,present,Physical,Tong En,,,Ev3storm,,
ADV23014,2023-10-14,15:30,present,Physical,Tong En,,,长颈龙,,
ADV23015,2023-10-14,15:30,present,Physical,Tong En,,,长颈龙,,
ADV23048,2023-10-14,15:30,present,Physical,Jia Xi,,,Tracker,,
ADV23049,2023-10-14,15:30,present,Physical,Jia Xi,,,Tracker,,
ADV23034,2023-10-14,16:00,present,Online,Aljay,,,Scratch - Tower Defence,,
ADV0055,2023-10-14,16:00,present,Physical,Tong En,,,Minecraft,,
ADV23016,2023-10-15,09:00,present,Physical,Tong En,,,Tracker,,
ADV23017,2023-10-15,09:00,present,Physical,Tong En,,,Tracker,,
ADV23050,2023-10-15,10:30,present,Physical,Aljay,,,Learn Ultrasonic Sensor & DC Motor,,
ADV23019,2023-10-15,11:00,present,Physical,Jia Xi,,,Basic Line Follower,,
ADV23020,2023-10-15,11:00,present,Physical,Jia Xi,,,Basic Line Follower,,
ADV0089,2023-10-15,12:00,present,Online,Aljay,,,Challenge 2 - Dog catching ball Project,,
ADV23021,2023-10-15,12:00,present,Physical,Jia Xi,,,Tracker,,
ADV23022,2023-10-15,14:00,present,Physical,Aljay,,,Scratch - Spaceship game,,
ADV23040,2023-10-15,15:00,present,Physical,Aljay,,,Unity - 3D Ball Track Project,,
ADV23023,2023-10-15,16:00,present,Physical,Aljay,,,Scratch - Slither,,
ADV23024,2023-10-15,16:00,present,Physical,Aljay,,,Scratch - Slither,,
ADV23025,2023-10-15,16:00,present,Physical,Aljay,,,Scratch - Slither,,
ADV23026,2023-10-15,16:00,present,Physical,Aljay,,,Scratch - Slither,,
ADV23027,2023-10-15,16:00,present,Physical,Aljay,,,Scratch - Slither,,
ADV23028,2023-10-15,16:00,present,Physical,Aljay,,,Scratch - Slither,,
ADV23029,2023-10-17,20:30,present,Online,,,,Tower Defence,,
ADV23030,2023-10-19,19:00,present,Online,,,,Tower Defence,,
ADV23050,2023-10-20,20:30,present,Online,,,,C++ SQL server,,
ADV23043,2023-10-20,21:00,present,Online,Tiffany,,,Scratch,,
ADV0045,2023-10-21,09:00,present,Physical,Jia Xi,,,Helicopter - Lao Mo,,
ADV23001,2023-10-21,09:00,present,Physical,Tong En,,,Build - Color Sorter,,
ADV23003,2023-10-21,09:00,present,Physical,Jia Xi,,,Sorter Bot,,
ADV23042,2023-10-21,09:00,present,Physical,Tong En,,,Sorter Bot,,
ADV23035,2023-10-21,11:00,present,Online,Tiffany,,,Scratch,,
ADV23037,2023-10-21,11:00,present,Online,Tiffany,,,Scratch,,
ADV23004,2023-10-21,11:00,present,Physical,Jia Xi,,,Programming - Display & Text,,
ADV23005,2023-10-21,11:00,present,Physical,Jia Xi,,,Programming - Display & Text,,
ADV23006,2023-10-21,11:00,present,Physical,Jia Xi,,,Programming - Display & Text,,
ADV23007,2023-10-21,11:00,present,Physical,Tong En,,,Chain Reaction,,
ADV23008,2023-10-21,11:00,present,Physical,Tong En,,,Mini Gun - Lao Mo,,
ADV23009,2023-10-21,13:00,present,Physical,Tong En,,,Control,,
ADV23011,2023-10-21,14:00,present,Physical,Jia Xi,,,Build - Pet Puppy,,
ADV23012,2023-10-21,14:00,present,Physical,Jia Xi,,,Helicopter - Lao Mo,,
ADV23013,2023-10-21,14:00,present,Physical,Jia Xi,,,Build Blast Robot,,
ADV23023,2023-10-21,14:00,present,Physical,Tong En,,,Build Gorilla,,
ADV23024,2023-10-21,14:00,present,Physical,Tong En,,,Program flower & build Gorilla,,
ADV23027,2023-10-21,14:00,present,Physical,Tong En,,,Build Flower,,
ADV23028,2023-10-21,14:00,present,Physical,Tong En,,,Build Flower,,
ADV23041,2023-10-21,14:00,present,Physical,Jia Xi,,,Build Robot,,
ADV0057,2023-10-21,15:00,present,Online,Aljay,,,Unity,,
ADV23076,2023-10-21,15:00,present,Physical,Aljay,,,Minecraft - Prepare for Maxis Competition,,
ADV23077,2023-10-21,15:00,present,Physical,Aljay,,,Minecraft - Prepare for Maxis Competition,,
ADV0056,2023-10-21,15:30,present,Physical,Aljay,,,Minecraft - Prepare for Maxis Competition,,
ADV23014,2023-10-21,15:30,present,Physical,Tong En,,,Activity 2,,
ADV23015,2023-10-21,15:30,present,Physical,Tong En,,,Activity 2,,
ADV23048,2023-10-21,15:30,present,Physical,Tong En,,,Activity 2,,
ADV23049,2023-10-21,15:30,present,Physical,Tong En,,,Activity 2,,
ADV23034,2023-10-21,16:00,present,Online,Aljay,,,Tower Defence,,
ADV0055,2023-10-21,16:00,present,Physical,Aljay,,,Minecraft - Prepare for Maxis Competition,,
ADV23045,2023-10-21,17:00,present,Physical,,,,Python Basic,,
ADV23016,2023-10-22,09:00,present,Physical,Tong En,,,Program Tracker,,
ADV23017,2023-10-22,09:00,present,Physical,Tong En,,,Program Tracker,,
ADV23018,2023-10-22,09:00,present,Physical,Tong En,,,Build Charlie,,
ADV23050,2023-10-22,10:30,present,Physical,,,,Arduino Ultrasonic & Servo Coding,,
ADV23019,2023-10-22,11:00,present,Physical,Jia Xi,,,Program display,,
ADV23020,2023-10-22,11:00,present,Physical,Jia Xi,,,Program display,,
ADV23021,2023-10-22,12:00,present,Physical,Tong En,,,Build Chicken,,
ADV0014,2023-10-22,14:00,present,Physical,Tong En,,,Build & Program Race Truck,,
ADV23040,2023-10-22,15:00,present,Physical,Aljay,,,Unity - 3D Modelling,,
ADV23023,2023-10-22,16:00,present,Physical,Aljay,,,Code.org - Minecraft Adventure,,
ADV23024,2023-10-22,16:00,present,Physical,Aljay,,,Code.org - Minecraft Adventure,,
ADV23025,2023-10-22,16:00,present,Physical,Aljay,,,Code.org - Minecraft Adventure,,
ADV23026,2023-10-22,16:00,present,Physical,Aljay,,,Code.org - Minecraft Adventure,,
ADV23027,2023-10-22,16:00,present,Physical,Aljay,,,Code.org - Minecraft Adventure,,
ADV23028,2023-10-22,16:00,present,Physical,Aljay,,,Code.org - Minecraft Adventure,,
ADV23029,2023-10-24,20:30,present,Online,,,,,,
ADV23030,2023-10-26,19:00,present,Online,,,,,,
ADV23050,2023-10-27,20:30,present,Online,,,,,,
ADV23043,2023-10-27,21:00,present,Online,Tiffany,,,,,
ADV23001,2023-10-28,09:00,present,Physical,,,,,,
ADV23042,2023-10-28,09:00,present,Physical,,,,,,
ADV23035,2023-10-28,11:00,present,Online,,,,,,
ADV23037,2023-10-28,11:00,present,Online,,,,,,
ADV23007,2023-10-28,11:00,present,Physical,,,,,,
ADV23008,2023-10-28,11:00,present,Physical,,,,,,
ADV23011,2023-10-28,14:00,present,Physical,,,,,,
ADV23012,2023-10-28,14:00,present,Physical,,,,,,
ADV23013,2023-10-28,14:00,present,Physical,,,,,,
ADV23023,2023-10-28,14:00,present,Physical,,,,,,
ADV23024,2023-10-28,14:00,present,Physical,,,,,,
ADV23027,2023-10-28,14:00,present,Physical,Jia Xi,,,Build Gorilla,,
ADV23028,2023-10-28,14:00,present,Physical,Jia Xi,,,Build Gorilla,,
ADV23041,2023-10-28,14:00,present,Physical,,,,,,
ADV0056,2023-10-28,15:30,present,Physical,,,,,,
ADV23014,2023-10-28,15:30,present,Physical,,,,,,
ADV23015,2023-10-28,15:30,present,Physical,,,,,,
ADV23048,2023-10-28,15:30,present,Physical,,,,,,
ADV23049,2023-10-28,15:30,present,Physical,,,,,,
ADV23034,2023-10-28,16:00,present,Online,,,,Scratch - Tower Defence,,
ADV0055,2023-10-28,16:00,present,Physical,,,,Minecraft - Maxis Competition,,
ADV23018,2023-10-29,09:00,present,Physical,,,,,,
ADV23051,2023-10-29,10:00,present,Physical,,,,,,
ADV23050,2023-10-29,10:30,present,Physical,,,,,,
ADV23019,2023-10-29,11:00,present,Physical,,,,,,
ADV23020,2023-10-29,11:00,present,Physical,,,,,,
ADV0089,2023-10-29,12:00,present,Online,,,,,,
ADV23021,2023-10-29,12:00,present,Physical,,,,,,
ADV23022,2023-10-29,14:00,present,Physical,,,,,,
ADV23040,2023-10-29,15:00,present,Physical,,,,,,
ADV23023,2023-10-29,16:00,present,Physical,,,,,,
ADV23024,2023-10-29,16:00,present,Physical,,,,,,
ADV23025,2023-10-29,16:00,present,Physical,,,,,,
ADV23026,2023-10-29,16:00,present,Physical,,,,,,
ADV23027,2023-10-29,16:00,present,Physical,,,,,,
ADV23028,2023-10-29,16:00,present,Physical,,,,,,
ADV23045,2023-10-29,17:00,present,Physical,,,,,,
ADV23029,2023-10-31,20:30,present,Online,,,,,,
ADV23030,2023-11-02,19:00,present,Online,,,,,,
ADV23050,2023-11-03,20:30,present,Online,,,,,,
ADV23043,2023-11-03,21:00,present,Online,Tiffany,,,,,
ADV0045,2023-11-04,09:00,present,Physical,Jia Xi,,,Pen Arm,,
ADV23001,2023-11-04,09:00,present,Physical,Tong En,,,Color Sorter,,
ADV23003,2023-11-04,09:00,present,Physical,Tong En,,,Sorter Bot,,
ADV23035,2023-11-04,11:00,present,Online,,,,,,
ADV23037,2023-11-04,11:00,present,Online,,,,,,
ADV23004,2023-11-04,11:00,present,Physical,Tong En,,,Display,,
ADV23005,2023-11-04,11:00,present,Physical,Jia Xi,,,Display,,
ADV23006,2023-11-04,11:00,present,Physical,Tong En,,,Display,,
ADV23007,2023-11-04,11:00,present,Physical,Jia Xi,,,Pet,,
ADV23008,2023-11-04,11:00,present,Physical,Tong En,,,Insect,,
ADV23009,2023-11-04,13:00,present,Physical,Tong En,,,Cat,,
ADV23011,2023-11-04,14:00,present,Physical,Jia Xi,,,Shooting Garally,,
ADV23013,2023-11-04,14:00,present,Physical,Jia Xi,,,Blast,,
ADV23023,2023-11-04,14:00,present,Physical,Tong En,,,Insect,,
ADV23024,2023-11-04,14:00,present,Physical,Tong En,,,Insect,,
ADV23027,2023-11-04,14:00,present,Physical,Jia Xi,,,Gun,,
ADV23028,2023-11-04,14:00,present,Physical,Jia Xi,,,Gun,,
ADV23041,2023-11-04,14:00,present,Physical,Jia Xi,,,Helicopter,,
ADV0057,2023-11-04,15:00,present,Online,,,,,,
ADV0056,2023-11-04,15:30,present,Physical,Aljay,,,Minecraft,,
ADV23048,2023-11-04,15:30,present,Physical,Tong En,,,Music Instrament,,
ADV23049,2023-11-04,15:30,present,Physical,Tong En,,,Music Instrament,,
ADV23034,2023-11-04,16:00,present,Online,,,,,,
ADV0055,2023-11-04,16:00,present,Physical,,,,,,
ADV23016,2023-11-05,09:00,present,Physical,Jia Xi,,,Sorter Bot,,
ADV23017,2023-11-05,09:00,present,Physical,Jia Xi,,,Sorter Bot,,
ADV23018,2023-11-05,09:00,present,Physical,Jia Xi,,,Charlie,,
ADV23051,2023-11-05,10:00,present,Physical,Tong En,,,Flower,,
ADV23050,2023-11-05,10:30,present,Physical,,,,,,
ADV23019,2023-11-05,11:00,present,Physical,Jia Xi,,,My Block,,
ADV23020,2023-11-05,11:00,present,Physical,Jia Xi,,,My Block,,
ADV0089,2023-11-05,12:00,present,Online,,,,,,
ADV23021,2023-11-05,12:00,present,Physical,Tong En,,,Chicken,,
ADV23022,2023-11-05,14:00,present,Physical,Aljay,,,Scratch,,
ADV23040,2023-11-05,15:00,present,Physical,Aljay,,,Unity,,
ADV23023,2023-11-05,16:00,present,Physical,Aljay,,,Scratch,,
ADV23024,2023-11-05,16:00,present,Physical,Aljay,,,Scratch,,
ADV23027,2023-11-05,16:00,present,Physical,Aljay,,,Scratch,,
ADV23028,2023-11-05,16:00,present,Physical,Aljay,,,Scratch,,
ADV23045,2023-11-05,17:00,present,Physical,,,,,,
ADV23029,2023-11-07,20:30,present,Online,,,,,,
ADV23050,2023-11-10,20:30,present,Online,,,,,,
ADV23043,2023-11-10,21:00,present,Online,Tiffany,,,,,
ADV0045,2023-11-11,09:00,present,Physical,,,,,,
ADV23001,2023-11-11,09:00,present,Physical,Tong En,,,"Red Light, Green Light 123 木头人 - Lau Mo",,
ADV23003,2023-11-11,09:00,present,Physical,Jia Xi,,,Pen Arm,,
ADV23042,2023-11-11,09:00,present,Physical,Jia Xi,,,Stegosaurus - Lau Mo,,
ADV23035,2023-11-11,11:00,present,Online,,,,,,
ADV23037,2023-11-11,11:00,present,Online,,,,,,
ADV23004,2023-11-11,11:00,present,Physical,Aljay,,,Gyro Sensor,,
ADV23005,2023-11-11,11:00,present,Physical,Aljay,,,Gyro Sensor,,
ADV23006,2023-11-11,11:00,present,Physical,Aljay,,,Gyro Sensor,,
ADV23007,2023-11-11,11:00,present,Physical,Aljay,,,Tricky,,
ADV23012,2023-11-11,14:00,present,Physical,Jia Xi,,,Small Swing Rides - Lau Mo,,
ADV23023,2023-11-11,14:00,present,Physical,Tong En,,,Gun - Lau Mo,,
ADV23024,2023-11-11,14:00,present,Physical,Tong En,,,Gun - Lau Mo,,
ADV23027,2023-11-11,14:00,present,Physical,Tong En,,,Insect,,
ADV23028,2023-11-11,14:00,present,Physical,Jia Xi,,,Plesiosaurus - Lau Mo,,
ADV23041,2023-11-11,14:00,present,Physical,Jia Xi,,,Plesiosaurus - Lau Mo,,
ADV0056,2023-11-11,15:30,present,Physical,,,,EV3 Storm,,
ADV23014,2023-11-11,15:30,present,Physical,Tong En,,,Drop Tower - Lau Mo,,
ADV23015,2023-11-11,15:30,present,Physical,Tong En,,,Drop Tower - Lau Mo,,
ADV23048,2023-11-11,15:30,present,Physical,Jia Xi,,,Flower,,
ADV23049,2023-11-11,15:30,present,Physical,Jia Xi,,,Flower,,
ADV23034,2023-11-11,16:00,present,Online,,,,,,
ADV23018,2023-11-12,09:00,present,Physical,Tong En,,,Charalie,,
ADV23050,2023-11-12,10:30,present,Physical,,,,,,
ADV0089,2023-11-12,12:00,present,Online,Aljay,,,Unity,,
ADV23021,2023-11-12,12:00,present,Physical,Tong En,,,Drop Tower - Lau Mo,,
ADV23022,2023-11-12,14:00,present,Physical,,,,,,
ADV23040,2023-11-12,15:00,present,Physical,,,,,,
ADV23023,2023-11-12,16:00,present,Physical,Aljay,,,Stratch,,
ADV23024,2023-11-12,16:00,present,Physical,Aljay,,,Stratch,,
ADV23027,2023-11-12,16:00,present,Physical,Aljay,,,Stratch,,
ADV23028,2023-11-12,16:00,present,Physical,Aljay,,,Stratch,,
ADV23045,2023-11-12,17:00,present,Physical,,,,,,
ADV23029,2023-11-14,20:30,present,Online,,,,,,
ADV23030,2023-11-16,19:00,present,Online,,,,,,
ADV23050,2023-11-17,20:30,present,Online,,,,,,
ADV23043,2023-11-17,21:00,present,Online,Tiffany,,,,,
ADV0045,2023-11-18,09:00,present,Physical,,,,Ball Conveyor,,
ADV23001,2023-11-18,09:00,present,Physical,,,,EV3 Storm,,
ADV23003,2023-11-18,09:00,present,Physical,,,,Drop Tower - Lau Mo,,
ADV23042,2023-11-18,09:00,present,Physical,,,,Insect,,
ADV23035,2023-11-18,11:00,present,Online,,,,,,
ADV23037,2023-11-18,11:00,present,Online,,,,,,
ADV23004,2023-11-18,11:00,present,Physical,,,,Biped Walking Robot - Lau Mo,,
ADV23005,2023-11-18,11:00,present,Physical,,,,Biped Walking Robot - Lau Mo,,
ADV23006,2023-11-18,11:00,present,Physical,,,,Biped Walking Robot - Lau Mo,,
ADV23007,2023-11-18,11:00,present,Physical,,,,Tricky,,
ADV23008,2023-11-18,11:00,present,Physical,Aljay,,,Chu Ko Nu Chinese repeating Crossbow - Lau Mo,,
ADV23009,2023-11-18,13:00,present,Physical,,,,Cat,,
ADV23011,2023-11-18,14:00,present,Physical,,,,EV3 Game,,
ADV23013,2023-11-18,14:00,present,Physical,Tong En,,,Blast Programming,,
ADV23023,2023-11-18,14:00,present,Physical,,,,Chu Ko Nu Chinese repeating Crossbow - Lau Mo,,
ADV23024,2023-11-18,14:00,present,Physical,,,,Chu Ko Nu Chinese repeating Crossbow - Lau Mo,,
ADV23041,2023-11-18,14:00,present,Physical,,,,Gorilla,,
ADV0057,2023-11-18,15:00,present,Online,,,,,,
ADV0056,2023-11-18,15:30,present,Physical,,,,Lego Nasa Mars Rover Perseverance,,
ADV23034,2023-11-18,16:00,present,Online,,,,,,
ADV0055,2023-11-18,16:00,present,Physical,,,,Minecraft,,
ADV23016,2023-11-19,09:00,present,Physical,,,,,,
ADV23017,2023-11-19,09:00,present,Physical,,,,,,
ADV23051,2023-11-19,10:00,present,Physical,,,,Gorilla,,
ADV23050,2023-11-19,10:30,present,Physical,,,,,,
ADV23019,2023-11-19,11:00,present,Physical,,,,,,
ADV23020,2023-11-19,11:00,present,Physical,,,,,,
ADV23021,2023-11-19,12:00,present,Physical,,,,,,
ADV0014,2023-11-19,14:00,present,Physical,,,,,,
ADV23023,2023-11-19,16:00,present,Physical,,,,,,
ADV23024,2023-11-19,16:00,present,Physical,,,,,,
ADV23029,2023-11-21,20:30,present,Online,,,,,,
ADV23030,2023-11-23,19:00,present,Online,,,,,,
ADV23050,2023-11-24,20:30,present,Online,,,,,,
ADV23043,2023-11-24,21:00,present,Online,Tiffany,,,,,
ADV0045,2023-11-25,09:00,present,Physical,,,,Ball Conveyor,,
ADV23001,2023-11-25,09:00,present,Physical,,,,EV3 Storm,,
ADV23042,2023-11-25,09:00,present,Physical,,,,Insect,,
ADV23075,2023-11-25,09:30,present,Physical,,,,Flower,,
ADV23035,2023-11-25,11:00,present,Online,,,,,,
ADV23037,2023-11-25,11:00,present,Online,,,,,,
ADV23007,2023-11-25,11:00,present,Physical,,,,Build - MVP Crane,,
ADV23008,2023-11-25,11:00,present,Physical,,,,Revision for Level 2 Assessment,,
ADV23011,2023-11-25,14:00,present,Physical,,,,EV3 Game,,
ADV23012,2023-11-25,14:00,present,Physical,,,,Lifting flying chair - Lau Mo,,
ADV23013,2023-11-25,14:00,present,Physical,,,,Tyrannosaurus - Lau Mo,,
ADV23023,2023-11-25,14:00,present,Physical,,,,Tyrannosaurus - Lau Mo,,
ADV23024,2023-11-25,14:00,present,Physical,,,,Tyrannosaurus - Lau Mo,,
ADV23027,2023-11-25,14:00,present,Physical,,,,Tyrannosaurus - Lau Mo,,
ADV23028,2023-11-25,14:00,present,Physical,,,,Plesiosaurus - Lau Mo,,
ADV23041,2023-11-25,14:00,present,Physical,,,,Gorilla,,
ADV0056,2023-11-25,15:30,present,Physical,,,,Lego Nasa Mars Rover Perseverance,,
ADV23048,2023-11-25,15:30,present,Physical,,,,Triceratops - Lau Mo,,
ADV23049,2023-11-25,15:30,present,Physical,,,,Lifting flying chair - Lau Mo,,
ADV23034,2023-11-25,16:00,present,Online,,,,,,
ADV0055,2023-11-25,16:00,present,Physical,,,,Lego Nasa Mars Rover Perseverance,,
ADV23016,2023-11-26,09:00,present,Physical,,,,Chicken - Lau Mo,,
ADV23017,2023-11-26,09:00,present,Physical,,,,Chicken - Lau Mo,,
ADV23050,2023-11-26,10:30,present,Physical,,,,,,
ADV0089,2023-11-26,12:00,present,Online,,,,,,
ADV23021,2023-11-26,12:00,present,Physical,,,,Plesiosaurus - Lau Mo,,
ADV23022,2023-11-26,14:00,present,Physical,,,,,,
ADV0014,2023-11-26,14:00,present,Physical,,,,Course Bot,,
ADV23040,2023-11-26,15:00,present,Physical,,,,,,
ADV23023,2023-11-26,16:00,present,Physical,,,,,,
ADV23024,2023-11-26,16:00,present,Physical,,,,,,
ADV23027,2023-11-26,16:00,present,Physical,,,,,,
ADV23028,2023-11-26,16:00,present,Physical,,,,,,
ADV23045,2023-11-26,17:00,present,Physical,,,,,,
ADV23029,2023-11-28,20:30,present,Online,,,,Scratch - Cat flying space project,,
ADV23030,2023-11-30,19:00,present,Online,,,,,,
ADV23050,2023-12-01,20:30,present,Online,,,,Flutter - Import Dice image,,
ADV23043,2023-12-01,21:00,present,Online,Tiffany,,,,,
ADV23001,2023-12-02,09:00,present,Physical,,,,Build Reptar,,
ADV23042,2023-12-02,09:00,present,Physical,,,,Tyrannosaurus - Lau Mo,,
ADV23035,2023-12-02,11:00,present,Online,,,,,,
ADV23037,2023-12-02,11:00,present,Online,,,,,,
ADV23004,2023-12-02,11:00,present,Physical,,,,Chu Ko Nu Chinese repeating Crossbow - Lau Mo,,
ADV23005,2023-12-02,11:00,present,Physical,,,,Chu Ko Nu Chinese repeating Crossbow - Lau Mo,,
ADV23006,2023-12-02,11:00,present,Physical,,,,Build - EV3 Storm,,
ADV23007,2023-12-02,11:00,present,Physical,,,,Build - MVP Crane,,
ADV23008,2023-12-02,11:00,present,Physical,,,,Assessment for Level 2,,
ADV23011,2023-12-02,14:00,present,Physical,,,,EV3 Game,,
ADV23013,2023-12-02,14:00,present,Physical,,,,Build Driving Base with Medium Motor,,
ADV23023,2023-12-02,14:00,present,Physical,,,,Driving Base Revision,,
ADV23024,2023-12-02,14:00,present,Physical,,,,Driving Base Revision,,
ADV23027,2023-12-02,14:00,present,Physical,,,,Triceratops - Lau Mo,,
ADV23028,2023-12-02,14:00,present,Physical,,,,Pirate Ship - Lau Mo,,
ADV23041,2023-12-02,14:00,present,Physical,,,,Pterosaur - Lau Mo,,
ADV0057,2023-12-02,15:00,present,Online,,,,HTML,,
ADV0056,2023-12-02,15:30,present,Physical,,,,Lego Nasa Mars Rover Perseverance,,
ADV23014,2023-12-02,15:30,present,Physical,,,,Jazz Drum - Lau Mo,,
ADV23015,2023-12-02,15:30,present,Physical,,,,Jazz Drum - Lau Mo,,
ADV23048,2023-12-02,15:30,present,Physical,,,,Driving Base,,
ADV23049,2023-12-02,15:30,present,Physical,,,,Driving Base,,
ADV23034,2023-12-02,16:00,present,Online,,,,Scratch - Tower defence added placedturretcollider,,
ADV0055,2023-12-02,16:00,present,Physical,,,,Minecraft,,
ADV23050,2023-12-03,10:30,present,Physical,,,,,,
ADV0089,2023-12-03,12:00,present,Online,,,,,,
ADV23021,2023-12-03,12:00,present,Physical,,,,Tyrannosaurus - Lau Mo,,
ADV23022,2023-12-03,14:00,present,Physical,,,,,,
ADV23040,2023-12-03,15:00,present,Physical,,,,,,
ADV23023,2023-12-03,16:00,present,Physical,,,,,,
ADV23024,2023-12-03,16:00,present,Physical,,,,,,
ADV23027,2023-12-03,16:00,present,Physical,,,,,,
ADV23028,2023-12-03,16:00,present,Physical,,,,,,
ADV23045,2023-12-03,17:00,present,Physical,,,,Pygame - Add Graphics to the sprites,,
ADV23029,2023-12-05,20:30,present,Online,,,,Finish Cat Flying Space Project,,
ADV23030,2023-12-07,19:00,present,Online,,,,,,
ADV23050,2023-12-08,20:30,present,Online,,,,Flutter - Diceroller Button,,
ADV23043,2023-12-08,21:00,present,Online,Tiffany,,,,,
ADV0045,2023-12-09,09:00,present,Physical,,,,Program Ball Conveyor,,
ADV23001,2023-12-09,09:00,present,Physical,,,,Build Reptar,,
ADV23003,2023-12-09,09:00,present,Physical,,,,Build Drum,,
ADV23042,2023-12-09,09:00,present,Physical,,,,Build T-Rex,,
ADV23075,2023-12-09,09:30,present,Physical,,,,Build and Program Gorilla,,
ADV23035,2023-12-09,11:00,present,Online,,,,,,
ADV23037,2023-12-09,11:00,present,Online,,,,,,
ADV23004,2023-12-09,11:00,present,Physical,,,,Build Chicken Lau Mo,,
ADV23005,2023-12-09,11:00,present,Physical,,,,Build Chicken Lau Mo,,
ADV23006,2023-12-09,11:00,present,Physical,,,,Program EV3rStorm,,
ADV23007,2023-12-09,11:00,present,Physical,,,,Program MVP zickzack hooker,,
ADV23008,2023-12-09,11:00,present,Physical,,,,Build Driving Base,,
ADV23011,2023-12-09,14:00,present,Physical,,,,Program MVP zickzack hooker,,
ADV23012,2023-12-09,14:00,present,Physical,,,,"Done Drum, Program Drum",,
ADV23013,2023-12-09,14:00,present,Physical,,,,Build Medium Motor,,
ADV23023,2023-12-09,14:00,present,Physical,,,,Completed Level 1 Assessment,,
