sender_id,sender_type,receiver_id,receiver_type,amount,type,date,description
advaspire@gmail.com,user,ADV23011,student,150,earned,2022-08-20,Mission | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2022-08-27,Mission | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2022-08-28,Mission | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2022-09-03,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-09-03,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-09-10,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2022-09-11,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2022-09-18,Mission | by Aljay
advaspire@gmail.com,user,ADV0056,student,100,earned,2022-09-18,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-09-24,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2022-09-24,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2022-09-25,Mission | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2022-10-01,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-10-01,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2022-10-02,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0056,student,100,earned,2022-10-09,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2022-10-15,Mission | by Aljay
advaspire@gmail.com,user,ADV0056,student,100,earned,2022-10-16,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2022-10-22,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-10-22,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2022-10-23,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2022-10-29,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-10-29,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23012,student,50,earned,2022-11-05,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-11-05,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23011,student,150,earned,2022-11-05,Mission | by Aljay
advaspire@gmail.com,user,ADV0056,student,100,earned,2022-11-06,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-11-12,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23011,student,150,earned,2022-11-12,Mission | by Aljay
advaspire@gmail.com,user,ADV0056,student,100,earned,2022-11-13,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-11-20,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2022-11-20,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2022-11-20,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-11-26,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23011,student,150,earned,2022-11-26,Mission | by Aljay
advaspire@gmail.com,user,ADV0056,student,100,earned,2022-11-27,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2022-12-03,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-12-03,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23011,student,150,earned,2022-12-03,Mission | by Aljay
advaspire@gmail.com,user,ADV0056,student,100,earned,2022-12-04,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2022-12-10,Mission | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2022-12-10,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-12-11,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-12-18,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23012,student,50,earned,2022-12-24,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-12-24,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23007,student,100,earned,2022-12-31,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2022-12-31,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2022-12-31,Mission | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-01-07,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-01-07,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-01-07,Mission | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-01-08,Mission
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-01-14,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-01-14,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-01-14,Mission | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-01-15,Mission
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-01-15,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-01-28,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-01-28,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-01-28,Mission | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-01-29,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-02-04,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-02-04,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-02-04,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-02-04,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-02-05,Mission
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-02-05,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-02-11,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-02-11,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-02-11,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-02-11,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-02-11,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-02-11,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-02-12,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-02-18,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-02-18,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-02-18,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-02-18,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-02-19,Mission
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-02-23,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-02-25,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-02-25,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-02-25,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-02-26,Mission
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-02-28,Mission | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-03-04,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-03-04,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-03-04,Mission
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-03-04,Mission | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-03-04,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-03-05,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-03-05,Mission | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-03-05,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-03-05,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-03-05,Mission
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-03-05,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-03-05,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-03-05,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-03-11,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-03-11,Mission | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-03-11,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-03-11,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-03-11,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-03-11,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-03-11,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-03-11,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-03-11,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-03-12,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-03-12,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-03-12,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-03-12,Mission
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-03-18,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-03-18,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-03-18,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-03-18,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-03-18,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-03-18,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-03-18,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-03-18,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-03-19,Mission
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-03-25,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-03-25,Mission | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-03-25,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-03-25,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-03-25,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-03-25,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-03-25,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-03-25,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-03-25,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-03-25,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-03-26,Mission
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-03-26,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-04-08,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-04-08,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-04-08,Mission
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-04-08,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-04-08,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-04-08,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-04-08,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-04-09,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-04-09,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-04-09,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-04-15,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-04-15,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-04-15,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-04-15,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-04-16,Mission
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-04-29,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-04-29,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-04-29,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-04-29,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-04-29,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-04-29,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-04-29,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-04-29,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-04-30,Mission | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-04-30,Mission
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-05-06,Mission | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-05-06,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-05-06,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-05-07,Mission | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-05-07,Mission
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-05-07,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-05-13,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-05-13,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-05-13,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-05-13,Mission | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-05-13,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-05-14,Mission
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-05-20,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-05-20,Mission | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-05-20,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-05-20,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-05-20,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-05-20,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-05-20,Mission | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-05-20,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-05-21,Mission | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-05-21,Mission
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-05-27,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-05-27,Mission | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-06-03,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-06-03,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-06-03,Mission
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-06-03,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-06-03,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-06-03,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-06-04,Mission | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-06-04,Mission | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-06-04,Mission
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-06-10,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-06-10,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-06-10,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-06-11,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-06-11,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-06-11,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-06-11,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-06-16,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-06-16,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-06-16,Mission
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-06-17,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-06-17,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-06-17,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-06-17,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-06-17,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-06-17,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-06-17,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-06-17,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-06-17,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-06-18,Mission | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-06-18,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-06-18,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-06-24,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-06-24,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-06-24,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-06-24,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-06-24,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-06-25,Mission | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-06-25,Mission | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-06-25,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-06-25,Mission
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-06-25,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-07-01,Mission | by Aljay
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-07-01,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-07-01,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-07-01,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-07-01,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-07-01,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-07-01,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-07-02,Mission
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-07-08,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-07-09,Mission | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-07-09,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-07-15,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-07-15,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-07-15,Mission
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-07-15,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-07-15,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-07-22,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-07-22,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-07-22,Mission | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-07-22,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-07-22,Mission
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-07-22,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-07-22,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-07-22,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-07-22,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-07-22,Mission | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-07-22,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-07-23,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-07-23,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-07-23,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-07-23,Mission
advaspire@gmail.com,user,ADV23026,student,150,earned,2023-07-23,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-07-23,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-07-23,Mission
advaspire@gmail.com,user,ADV23025,student,50,earned,2023-07-23,Mission
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-07-29,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-07-29,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23006,student,1000,earned,2023-07-29,Level Completion | Completed Level 1 Assessment | Proceed to level 2 | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-07-29,Mission | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-07-29,Mission | by Aljay
advaspire@gmail.com,user,ADV23004,student,1000,earned,2023-07-29,Level Completion | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-07-29,Mission
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-07-29,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-07-29,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-07-29,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-07-29,Mission | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-07-29,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-07-30,Mission | by Aljay
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-07-30,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-07-30,Mission
advaspire@gmail.com,user,ADV23026,student,150,earned,2023-07-30,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-07-30,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-07-30,Mission
